filename,word,gloss,entry_url,video_url,download_date,http_status,bytes
family_signbank_001.mp4,family,FAMILY,https://bslsignbank.ucl.ac.uk/dictionary/words/family-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/FA/FAMILY.mp4,2026-07-27,200,782387
family_signbank_002.mp4,family,FAMILY2,https://bslsignbank.ucl.ac.uk/dictionary/words/family-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/FA/FAMILY2.mp4,2026-07-27,200,804964
father_signbank_001.mp4,father,DADDY,https://bslsignbank.ucl.ac.uk/dictionary/words/father-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/DA/DADDY.mp4,2026-07-27,200,656897
father_signbank_002.mp4,father,FATHER,https://bslsignbank.ucl.ac.uk/dictionary/words/father-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/FA/FATHER.mp4,2026-07-27,200,760375
friend_signbank_001.mp4,friend,FRIEND,https://bslsignbank.ucl.ac.uk/dictionary/words/friend-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/FR/FRIEND.mp4,2026-07-27,200,743677
friend_signbank_002.mp4,friend,PARTNER,https://bslsignbank.ucl.ac.uk/dictionary/words/friend-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/PA/PARTNER.mp4,2026-07-27,200,574318
go_signbank_001.mp4,go,FROM-TO,https://bslsignbank.ucl.ac.uk/dictionary/words/go-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/FR/FROM-TO.mp4,2026-07-27,200,735939
go_signbank_002.mp4,go,GO,https://bslsignbank.ucl.ac.uk/dictionary/words/go-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/GO/GO.mp4,2026-07-27,200,619134
go_signbank_003.mp4,go,GO2,https://bslsignbank.ucl.ac.uk/dictionary/words/go-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/GO/GO2.mp4,2026-07-27,200,643832
good_signbank_001.mp4,good,FANTASTIC,https://bslsignbank.ucl.ac.uk/dictionary/words/good-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/FA/FANTASTIC.mp4,2026-07-27,200,701168
good_signbank_002.mp4,good,GOOD,https://bslsignbank.ucl.ac.uk/dictionary/words/good-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/GO/GOOD.mp4,2026-07-27,200,601101
good_signbank_003.mp4,good,GOOD2,https://bslsignbank.ucl.ac.uk/dictionary/words/good-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/GO/GOOD2.mp4,2026-07-27,200,575996
goodbye_signbank_001.mp4,goodbye,WAVE-HAND,https://bslsignbank.ucl.ac.uk/dictionary/words/good%20bye-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WA/WAVE-HAND.mp4,2026-07-27,200,456735
happy_signbank_001.mp4,happy,HAPPY,https://bslsignbank.ucl.ac.uk/dictionary/words/happy-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/HA/HAPPY.mp4,2026-07-27,200,607435
happy_signbank_002.mp4,happy,JUMP-FOR-JOY,https://bslsignbank.ucl.ac.uk/dictionary/words/happy-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/JU/JUMP-FOR-JOY.mp4,2026-07-27,200,640450
hello_signbank_001.mp4,hello,HELLO,https://bslsignbank.ucl.ac.uk/dictionary/words/hello-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/HE/HELLO.mp4,2026-07-27,200,679362
help_signbank_001.mp4,help,HELP,https://bslsignbank.ucl.ac.uk/dictionary/words/help-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/HE/HELP.mp4,2026-07-27,200,639189
help_signbank_002.mp4,help,HELP2,https://bslsignbank.ucl.ac.uk/dictionary/words/help-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/HE/HELP2.mp4,2026-07-27,200,608275
home_signbank_001.mp4,home,HOME,https://bslsignbank.ucl.ac.uk/dictionary/words/home-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/HO/HOME.mp4,2026-07-27,200,636447
home_signbank_002.mp4,home,HOME2,https://bslsignbank.ucl.ac.uk/dictionary/words/home-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/HO/HOME2.mp4,2026-07-27,200,620153
home_signbank_003.mp4,home,HOUSE,https://bslsignbank.ucl.ac.uk/dictionary/words/home-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/HO/HOUSE.mp4,2026-07-27,200,677416
how_signbank_001.mp4,how,HOW,https://bslsignbank.ucl.ac.uk/dictionary/words/how-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/HO/HOW.mp4,2026-07-27,200,574261
how_signbank_002.mp4,how,HOW2,https://bslsignbank.ucl.ac.uk/dictionary/words/how-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/HO/HOW2.mp4,2026-07-27,200,632009
know_signbank_001.mp4,know,KNOW,https://bslsignbank.ucl.ac.uk/dictionary/words/know-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/KN/KNOW.mp4,2026-07-27,200,578138
like_signbank_001.mp4,like,ENJOY,https://bslsignbank.ucl.ac.uk/dictionary/words/like-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/EN/ENJOY.mp4,2026-07-27,200,800474
like_signbank_002.mp4,like,ENJOY2,https://bslsignbank.ucl.ac.uk/dictionary/words/like-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/EN/ENJOY2.mp4,2026-07-27,200,799200
like_signbank_003.mp4,like,LIKE,https://bslsignbank.ucl.ac.uk/dictionary/words/like-4.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/LI/LIKE.mp4,2026-07-27,200,587424
look_signbank_001.mp4,look,LOOK,https://bslsignbank.ucl.ac.uk/dictionary/words/look-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/LO/LOOK.mp4,2026-07-27,200,699733
look_signbank_002.mp4,look,LOOK2,https://bslsignbank.ucl.ac.uk/dictionary/words/look-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/LO/LOOK2.mp4,2026-07-27,200,649403
look_signbank_003.mp4,look,VIEW,https://bslsignbank.ucl.ac.uk/dictionary/words/look-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/VI/VIEW.mp4,2026-07-27,200,644537
love_signbank_001.mp4,love,CHERISH,https://bslsignbank.ucl.ac.uk/dictionary/words/love-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/CH/CHERISH.mp4,2026-07-27,200,789556
love_signbank_002.mp4,love,FAVOUR,https://bslsignbank.ucl.ac.uk/dictionary/words/love-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/FA/FAVOUR.mp4,2026-07-27,200,911186
love_signbank_003.mp4,love,LOVE,https://bslsignbank.ucl.ac.uk/dictionary/words/love-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/LO/LOVE.mp4,2026-07-27,200,613943
make_signbank_001.mp4,make,CREATE,https://bslsignbank.ucl.ac.uk/dictionary/words/make-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/CR/CREATE.mp4,2026-07-27,200,752895
make_signbank_002.mp4,make,MAKE,https://bslsignbank.ucl.ac.uk/dictionary/words/make-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/MA/MAKE.mp4,2026-07-27,200,622880
money_signbank_001.mp4,money,MONEY,https://bslsignbank.ucl.ac.uk/dictionary/words/money-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/MO/MONEY.mp4,2026-07-27,200,596678
money_signbank_002.mp4,money,MONEY2,https://bslsignbank.ucl.ac.uk/dictionary/words/money-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/MO/MONEY2.mp4,2026-07-27,200,532102
money_signbank_003.mp4,money,MONEY3,https://bslsignbank.ucl.ac.uk/dictionary/words/money-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/MO/MONEY3.mp4,2026-07-27,200,593958
morning_signbank_001.mp4,morning,MORNING,https://bslsignbank.ucl.ac.uk/dictionary/words/morning-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/MO/MORNING.mp4,2026-07-27,200,610298
morning_signbank_002.mp4,morning,MORNING2,https://bslsignbank.ucl.ac.uk/dictionary/words/morning-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/MO/MORNING2.mp4,2026-07-27,200,636750
morning_signbank_003.mp4,morning,MORNING3,https://bslsignbank.ucl.ac.uk/dictionary/words/morning-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/MO/MORNING3.mp4,2026-07-27,200,682011
mother_signbank_001.mp4,mother,MOTHER,https://bslsignbank.ucl.ac.uk/dictionary/words/mother-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/MO/MOTHER.mp4,2026-07-27,200,578054
mother_signbank_002.mp4,mother,MUM,https://bslsignbank.ucl.ac.uk/dictionary/words/mother-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/MU/MUM.mp4,2026-07-27,200,548863
need_signbank_001.mp4,need,WANT,https://bslsignbank.ucl.ac.uk/dictionary/words/need-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WA/WANT.mp4,2026-07-27,200,615443
no_signbank_001.mp4,no,NO,https://bslsignbank.ucl.ac.uk/dictionary/words/no-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/NO/NO.mp4,2026-07-27,200,608662
no_signbank_002.mp4,no,NO2,https://bslsignbank.ucl.ac.uk/dictionary/words/no-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/NO/NO2.mp4,2026-07-27,200,566218
no_signbank_003.mp4,no,NOT,https://bslsignbank.ucl.ac.uk/dictionary/words/no-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/NO/NOT.mp4,2026-07-27,200,606870
please_signbank_001.mp4,please,PLEASE,https://bslsignbank.ucl.ac.uk/dictionary/words/please-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/PL/PLEASE.mp4,2026-07-27,200,585756
sad_signbank_001.mp4,sad,DEPRESSED,https://bslsignbank.ucl.ac.uk/dictionary/words/sad-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/DE/DEPRESSED.mp4,2026-07-27,200,756040
sad_signbank_002.mp4,sad,SAD,https://bslsignbank.ucl.ac.uk/dictionary/words/sad-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/SA/SAD.mp4,2026-07-27,200,552072
school_signbank_001.mp4,school,SCHOOL,https://bslsignbank.ucl.ac.uk/dictionary/words/school-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/SC/SCHOOL.mp4,2026-07-27,200,606045
school_signbank_002.mp4,school,SCHOOL2,https://bslsignbank.ucl.ac.uk/dictionary/words/school-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/SC/SCHOOL2.mp4,2026-07-27,200,545826
school_signbank_003.mp4,school,SCHOOL3,https://bslsignbank.ucl.ac.uk/dictionary/words/school-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/SC/SCHOOL3.mp4,2026-07-27,200,558349
sister_signbank_001.mp4,sister,SISTER,https://bslsignbank.ucl.ac.uk/dictionary/words/sister-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/SI/SISTER.mp4,2026-07-27,200,761875
sleep_signbank_001.mp4,sleep,SLEEP,https://bslsignbank.ucl.ac.uk/dictionary/words/sleep-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/SL/SLEEP.mp4,2026-07-27,200,666343
sleep_signbank_002.mp4,sleep,SLEEP2,https://bslsignbank.ucl.ac.uk/dictionary/words/sleep-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/SL/SLEEP2.mp4,2026-07-27,200,625811
sleep_signbank_003.mp4,sleep,SLEEP3,https://bslsignbank.ucl.ac.uk/dictionary/words/sleep-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/SL/SLEEP3.mp4,2026-07-27,200,632042
sorry_signbank_001.mp4,sorry,SORRY,https://bslsignbank.ucl.ac.uk/dictionary/words/sorry-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/SO/SORRY.mp4,2026-07-27,200,749406
sorry_signbank_002.mp4,sorry,SORRY2,https://bslsignbank.ucl.ac.uk/dictionary/words/sorry-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/SO/SORRY2.mp4,2026-07-27,200,695015
sorry_signbank_003.mp4,sorry,SORRY3,https://bslsignbank.ucl.ac.uk/dictionary/words/sorry-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/SO/SORRY3.mp4,2026-07-27,200,614419
stop_signbank_001.mp4,stop,FINISH2,https://bslsignbank.ucl.ac.uk/dictionary/words/stop-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/FI/FINISH2.mp4,2026-07-27,200,694502
stop_signbank_002.mp4,stop,FINISH3,https://bslsignbank.ucl.ac.uk/dictionary/words/stop-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/FI/FINISH3.mp4,2026-07-27,200,657054
stop_signbank_003.mp4,stop,FINISH4,https://bslsignbank.ucl.ac.uk/dictionary/words/stop-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/FI/FINISH4.mp4,2026-07-27,200,563124
thank-you_signbank_001.mp4,thank-you,THANK,https://bslsignbank.ucl.ac.uk/dictionary/words/thank%20you-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/TH/THANK.mp4,2026-07-27,200,533068
think_signbank_001.mp4,think,IDEA,https://bslsignbank.ucl.ac.uk/dictionary/words/think-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/ID/IDEA.mp4,2026-07-27,200,605772
think_signbank_002.mp4,think,IDEA2,https://bslsignbank.ucl.ac.uk/dictionary/words/think-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/ID/IDEA2.mp4,2026-07-27,200,655114
think_signbank_003.mp4,think,THINK,https://bslsignbank.ucl.ac.uk/dictionary/words/think-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/TH/THINK.mp4,2026-07-27,200,676157
tired_signbank_001.mp4,tired,TIRED,https://bslsignbank.ucl.ac.uk/dictionary/words/tired-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/TI/TIRED.mp4,2026-07-27,200,626145
today_signbank_001.mp4,today,NOW,https://bslsignbank.ucl.ac.uk/dictionary/words/today-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/NO/NOW.mp4,2026-07-27,200,566136
toilet_signbank_001.mp4,toilet,TOILET,https://bslsignbank.ucl.ac.uk/dictionary/words/toilet-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/TO/TOILET.mp4,2026-07-27,200,675118
toilet_signbank_002.mp4,toilet,TOILET2,https://bslsignbank.ucl.ac.uk/dictionary/words/toilet-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/TO/TOILET2.mp4,2026-07-27,200,665892
toilet_signbank_003.mp4,toilet,TOILET3,https://bslsignbank.ucl.ac.uk/dictionary/words/toilet-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/TO/TOILET3.mp4,2026-07-27,200,709158
understand_signbank_001.mp4,understand,UNDERSTAND,https://bslsignbank.ucl.ac.uk/dictionary/words/understand-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/UN/UNDERSTAND.mp4,2026-07-27,200,635918
understand_signbank_002.mp4,understand,UNDERSTAND2,https://bslsignbank.ucl.ac.uk/dictionary/words/understand-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/UN/UNDERSTAND2.mp4,2026-07-27,200,718222
water_signbank_001.mp4,water,WATER,https://bslsignbank.ucl.ac.uk/dictionary/words/water-7.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WA/WATER.mp4,2026-07-27,200,445848
water_signbank_002.mp4,water,WATER4,https://bslsignbank.ucl.ac.uk/dictionary/words/water-8.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WA/WATER4.mp4,2026-07-27,200,506512
water_signbank_003.mp4,water,WATER5,https://bslsignbank.ucl.ac.uk/dictionary/words/water-9.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WA/WATER5.mp4,2026-07-27,200,614315
week_signbank_001.mp4,week,WEEK,https://bslsignbank.ucl.ac.uk/dictionary/words/week-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WE/WEEK.mp4,2026-07-27,200,532921
week_signbank_002.mp4,week,WEEK2,https://bslsignbank.ucl.ac.uk/dictionary/words/week-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WE/WEEK2.mp4,2026-07-27,200,654392
what_signbank_001.mp4,what,WHAT,https://bslsignbank.ucl.ac.uk/dictionary/words/what-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WH/WHAT.mp4,2026-07-27,200,517718
where_signbank_001.mp4,where,WHERE,https://bslsignbank.ucl.ac.uk/dictionary/words/where-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WH/WHERE.mp4,2026-07-27,200,510106
who_signbank_001.mp4,who,WHO,https://bslsignbank.ucl.ac.uk/dictionary/words/who-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WH/WHO.mp4,2026-07-27,200,528690
who_signbank_002.mp4,who,WHO2,https://bslsignbank.ucl.ac.uk/dictionary/words/who-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WH/WHO2.mp4,2026-07-27,200,539976
who_signbank_003.mp4,who,WHO3,https://bslsignbank.ucl.ac.uk/dictionary/words/who-3.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WH/WHO3.mp4,2026-07-27,200,527838
why_signbank_001.mp4,why,WHY,https://bslsignbank.ucl.ac.uk/dictionary/words/why-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WH/WHY.mp4,2026-07-27,200,508355
work_signbank_001.mp4,work,WORK,https://bslsignbank.ucl.ac.uk/dictionary/words/work-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/WO/WORK.mp4,2026-07-27,200,552245
yes_signbank_001.mp4,yes,YES,https://bslsignbank.ucl.ac.uk/dictionary/words/yes-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/YE/YES.mp4,2026-07-27,200,459938
yes_signbank_002.mp4,yes,YES2,https://bslsignbank.ucl.ac.uk/dictionary/words/yes-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/YE/YES2.mp4,2026-07-27,200,655848
yesterday_signbank_001.mp4,yesterday,YESTERDAY,https://bslsignbank.ucl.ac.uk/dictionary/words/yesterday-1.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/YE/YESTERDAY.mp4,2026-07-27,200,724101
yesterday_signbank_002.mp4,yesterday,YESTERDAY2,https://bslsignbank.ucl.ac.uk/dictionary/words/yesterday-2.html,https://bslsignbank.ucl.ac.uk/media/bsl-video/YE/YESTERDAY2.mp4,2026-07-27,200,445652
